"Gauge_ID"	"PSMSL_ID"	"Station_Name"	"Country"	"Basin"	"Station_Lat"	"Station_Lon"	"Distrib_Fit_Start"	"Distrib_Fit_End"	"MHHW_Exceedances_per_Year"	"GPD_Lambda"	"GPD_Threshold"	"GPD_Shape50"	"GPD_Shape5"	"GPD_Shape95"	"GPD_Scale50"	"GPD_Scale5"	"GPD_Scale95"	"GPD_Vshape"	"GPD_Vscale"	"GPD_Vscaleshape"	"Phi"	"Norm_Max_Mu"	"Norm_Max_Sigma"
"gesla_1262"	1121	"Wood Islands, PEI"	"Canada"	"atlantic"	45.683	-62.7	1900	1996	168.584883830752	2.89771439365319	0.582815325536743	-0.0201615789667206	-0.26234189789531	0.222018739961868	0.173399432292193	0.117387720347425	0.229411144236961	0.0152679775090639	0.000816698036194688	-0.002687959475019	0.00793350963354741	0.0052294736289227	0.195683546411771
"080a"	510	"Antofagasta"	"Chile"	"pacific"	-23.65	-70.4	1945	2018	175.008362036768	1.72795368718098	0.33933223487118	-0.0549287350191291	-0.244299344383616	0.134441874345358	0.0447676643138832	0.0329878948392047	0.0565474337885617	0.00933531488034988	3.61224668422954e-05	-0.000437658951461553	0.00473087936257625	-0.0025280381918565	0.148384524928379
"022c"	1272	"Easter-C"	"Chile"	"pacific"	-27.15	-109.47	1970	2018	183.671366917181	2.47323089515589	0.283887019167216	0.216049851193955	-0.0398782407884661	0.471977943176377	0.0667811633720093	0.045077226203121	0.0884851005408976	0.0170506027327211	0.000122625520829072	-0.000945280899343721	0.00677133715306198	0.00368341919698155	0.112681216772129
"021b"	1644	"Juan Fernandez-B"	"Chile"	"pacific"	-33.63	-78.82	1985	2018	180.017947006265	2.32571633973503	0.349591905564924	0.0831296774743386	-0.137726918372259	0.303986273320936	0.0420357417611039	0.0281074637350819	0.0559640197871258	0.012697685490257	5.05008481999326e-05	-0.000470862193442312	0.00636746431138954	0.00179042666998727	0.153426260676604
"684a"	472	"Puerto Montt"	"Chile"	"pacific"	-41.48	-72.95	1980	2018	189.410972481343	2.32824160447761	1.34223874940786	-0.132528410373165	-0.316823381050384	0.051766560304054	0.112232601651791	0.0804895312757484	0.143975672027834	0.00884159841410972	0.000262302048240188	-0.00115016135932688	0.00637437810945274	-0.00513757210954948	0.688724225214754
"gesla_0521"	2263	"Puerto Williams"	"Chile"	"pacific"	-54.933	-67.617	1964	1998	167.733347005742	0.749077112387203	20.005999405558	-0.542329562330908	-0.935508638066405	-0.149150486595412	0.407087757389797	0.198283434491146	0.615892080288448	0.0402424685027044	0.0113496583710055	-0.0204277640051796	0.00205086136177194	-0.507129224466578	15.1205996775933
"035a"	1751	"San Felix"	"Chile"	"pacific"	-26.28	-80.1	1987	2018	174.144396827427	1.86900345401049	0.288439319190923	-0.134436086446757	-0.48176357932762	0.212891406434105	0.0484121420104746	0.0259967276487034	0.0708275563722457	0.0314037955219073	0.000130796872871101	-0.00165944073718119	0.00511705257771524	-0.00255454034598418	0.124305058994405
"081a"	499	"Valparaiso"	"Chile"	"pacific"	-33.02	-71.62	1944	2018	174.935610192417	1.99206989833762	0.399235804648426	-0.152456834847107	-0.313233715254598	0.00832004556038257	0.0529819086757584	0.040474086518462	0.0654897308330549	0.00672900751514332	4.07255739084789e-05	-0.000410944279051683	0.00545399013918583	-0.0010187439793501	0.175849359412982
"329b"	333	"Hong Kong-B"	"China"	"pacific"	22.3	114.22	1986	2018	179.876003512293	2.35191921726041	0.608849417207568	0.195559773932035	-0.0793388103478873	0.470458358211957	0.112769072933612	0.0731386711028361	0.152399474764387	0.019672013983857	0.00040884695699665	-0.00187559766187703	0.00643920388024753	-0.000386403163731532	0.263381402654655
"376a"	727	"Xiamen"	"China"	"pacific"	24.45	118.07	1954	1997	178.434577254022	1.73082678638234	0.993161864774866	-0.0660664454526161	-0.269459556313693	0.137326665408461	0.163532736068871	0.114018854391444	0.213046617746298	0.0107690227792866	0.000638201421178652	-0.00189368763434778	0.00473874547948622	-0.0240207639818368	0.466749571498571
"085a"	456	"Buenaventura"	"Colombia"	"pacific"	3.88	-77.05	1953	2014	184.506223532105	1.98573595055511	0.839095931692617	-0.217601644602804	-0.372815961849579	-0.0623873273560287	0.101909234970959	0.076416612466863	0.127401857475054	0.00627144150253559	0.000169173700010897	-0.000821758698807233	0.00543664873526382	0.00896081666457522	0.391902475499876
"265a"	572	"Cartagena"	"Colombia"	"atlantic"	10.38	-75.53	1951	1993	179.174574260781	1.3306574599678	0.180141860465116	-0.0038777121870884	-0.304866801829515	0.297111377455339	0.0283186793677609	0.0163514952155622	0.0402858635199597	0.0235833406818629	3.72810182842879e-05	-0.000667891298780727	0.00364314157417606	-0.00207045843685779	0.081469492103445
"303a"	639	"Tumaco"	"Colombia"	"pacific"	1.82	-78.72	1951	2018	176.51685475383	2.13571512103848	0.677749058473736	-0.153392037573289	-0.303220357099058	-0.00356371804751965	0.0680323520852213	0.051390873371319	0.0846738307991237	0.00584375009071676	7.20920948816064e-05	-0.000485471503920817	0.00584726932522512	-0.00333543456801316	0.311612279191361
"024a"	1450	"Penrhyn"	"Cook Islands"	"pacific"	-8.97	-158.05	1977	2017	178.691198700023	1.84957675156829	0.169690431247277	0.254648454016828	-0.0769608454420347	0.58625775347569	0.0359805950170573	0.0214554737137208	0.0505057163203938	0.0286257728171423	5.49216218953291e-05	-0.000856620229872967	0.00506386516514247	0.000168701975113616	0.0707196792501402
"087a"	844	"Quepos-A"	"Costa Rica"	"pacific"	9.4	-84.17	1961	1994	179.821352708313	1.79856618711982	0.573120653710248	-0.237130826487918	-0.447591168720917	-0.0266704842549196	0.079072644929843	0.0522271425048083	0.105918147354878	0.0115303997049817	0.000187606072091727	-0.00119235811475004	0.00492420585111519	0.00417935024399256	0.251421928476414
"gesla_0098"	80	"Esbjerg"	"Denmark"	"atlantic"	55.467	8.433	1950	2015	140.500561352529	2.62121912561088	1.24900962443946	-0.0862437557730157	-0.218723929449751	0.04623641790372	0.413480687756849	0.329816121140072	0.497145254373626	0.00456883627721583	0.0018221618488958	-0.00208904572852576	0.00717650684629948	-0.0283300682475456	0.378798214750663
"837a"	120	"Gedser"	"Denmark"	"atlantic"	54.57	11.93	1891	2012	164.997582697201	2.38100690657943	0.671183789795635	-0.0116056297359444	-0.101527626170074	0.078316366698185	0.201157422037206	0.171076640567704	0.231238203506708	0.00210492050549653	0.000235549424333654	-0.000431981028575314	0.00651884163334545	-0.00470902493840146	0.212676878434428
"838a"	119	"Hornbaek"	"Denmark"	"atlantic"	56.1	12.47	1891	2012	158.648770551433	2.37370871526262	0.72064943977591	-0.213780265531739	-0.298320306156747	-0.129240224906732	0.230176896423545	0.196960797156057	0.263392995691032	0.00186049592159535	0.000287211005518006	-0.000572635474490677	0.0064988602745041	-0.00425877594745158	0.229825976185591
"003b"	1645	"Baltra-B"	"Ecuador"	"pacific"	-0.43	-90.28	1985	2018	174.519470994606	1.41717138260623	0.479623831282953	-0.334329299162001	-0.59910962225253	-0.0695489760714719	0.10454706076696	0.0636221215891025	0.145471999944818	0.0182505195990248	0.000435993388159954	-0.0024760626259772	0.00388000378536955	-0.00168304673351384	0.204652138553792
"091a"	544	"La Libertad"	"Ecuador"	"pacific"	-2.2	-80.92	1949	2017	170.671276175425	1.90810615040169	0.493752064128258	-0.168044601550113	-0.330402952633252	-0.00568625046697324	0.0720400622475878	0.0547418319051777	0.089338292589998	0.00686203741777267	7.78945673885972e-05	-0.000578770480677515	0.00522410992580886	-0.0118488568954935	0.223236932097564
"030a"	300	"Santa Cruz"	"Ecuador"	"pacific"	-0.75	-90.3	1978	2018	173.932311827957	1.51860215053763	0.441344789356985	-0.485853013981902	-0.696909638400829	-0.274796389562975	0.0918990250452489	0.0635457743229862	0.120252275767512	0.0115958287698274	0.000209271233675292	-0.0014688929738566	0.00415770609318996	-0.00407327515914453	0.191834025829069
"082a"	1302	"Acajutla-A"	"El Salvador"	"pacific"	13.58	-89.83	1962	2001	176.893505052051	1.81730327617881	0.442993443754313	-0.237671077184065	-0.391426746841043	-0.0839154075270875	0.0714045961500591	0.0512928822368759	0.0915163100632423	0.00615412192480406	0.000105293602093759	-0.000639212075814758	0.00497550520514391	-0.00120779629467621	0.194360515793469
"054a"	528	"Chuuk"	"Fd. St. Micronesia"	"pacific"	7.45	151.85	1947	1991	182.750466189027	1.54144175090784	0.272597689432552	0.27477807138529	-0.0893370542776896	0.638893197048271	0.0302831750892131	0.0162725732745824	0.0442937769038438	0.0345128845381223	5.10995880394895e-05	-0.000796110433645705	0.00422023751104132	0.00277523384319074	0.12746146226126
"029a"	1473	"Kapingamarangi"	"Fd. St. Micronesia"	"pacific"	1.08	154.77	1978	2018	184.903985844664	1.49664742037623	0.373390666544588	-0.597184325238461	-1.24519325968483	0.0508246092079082	0.101895191050784	0.0315739402728904	0.172216441828678	0.109311487828586	0.00128729176643207	-0.0117022426754228	0.0040975973179363	-0.000469823304545016	0.167596241435166
"001b"	1370	"Pohnpei-B"	"Fd. St. Micronesia"	"pacific"	6.98	158.23	1974	2004	185.494589386303	1.69648680699674	0.360625108727167	0.0325993576255319	-0.284348031822385	0.349546747073449	0.0396257306687463	0.022747244693	0.0565042166444925	0.0261503903508454	7.41601829229001e-05	-0.00100595080763104	0.00464472773989525	-0.00545879284413422	0.181775236925497
"008b"	1251	"Yap-B"	"Fd. St. Micronesia"	"pacific"	9.5	138.12	1969	2018	184.144072639533	1.41470887040447	0.289719183673469	0.507920321027403	0.187989645482006	0.8278509965728	0.0407180205378054	0.0250162105340551	0.0564198305415557	0.0266449913776347	6.41805233120584e-05	-0.000572832913946466	0.00387326179439964	-0.00404524581411713	0.138655213194924
"gesla_0376"	249	"Degerby"	"Finland"	"atlantic"	60.032	20.385	1970	2014	169.378305629014	1.19588213071402	0.573612134644688	-0.323512123046478	-0.626907096741967	-0.0201171493509892	0.143270728761794	0.0862959443115847	0.200245513212003	0.0239618630213649	0.000845024303178985	-0.00403596954774207	0.00327414683289258	0.000352532579456543	0.214571569903958
"gesla_1009"	315	"Hamina"	"Finland"	"atlantic"	60.563	27.179	1970	2014	161.479667311653	1.98344360526809	0.865070233196157	-0.0851785526225988	-0.310033126721421	0.139676021476224	0.205762512438159	0.142551176247913	0.268973848628405	0.0131615570680586	0.00104014469748611	-0.00289217451073781	0.00543037263591536	0.00070774646000033	0.292826386416754
"gesla_0371"	28	"Hanko"	"Finland"	"atlantic"	59.823	22.977	1970	2014	166.710191981931	1.35201392810088	0.629781067330291	-0.169233263743201	-0.356995644486641	0.0185291170002383	0.154150842444735	0.105777553528599	0.202524131360871	0.00917742796890741	0.00060913709863513	-0.00178196965270372	0.00370161239726457	-0.000571036314855401	0.230664227724198
"gesla_0246"	14	"Helsinki"	"Finland"	"atlantic"	60.154	24.956	1970	2014	164.261880165289	1.64650638617581	0.715852232942797	-0.152958870194204	-0.378240348016533	0.072322607628126	0.181301703306906	0.123161455484394	0.239441951129418	0.013211580969295	0.000879949148134375	-0.00272134881303728	0.00450788880540947	-0.000315302744654972	0.255566646537997
"gesla_0803"	285	"Kaskinen"	"Finland"	"atlantic"	62.344	21.215	1970	2014	166.299239795596	1.63603242697622	0.66305020746888	0.047827233113271	-0.206107182187492	0.301761648414034	0.123502259340049	0.0810021723428379	0.166002346337261	0.0167859894597253	0.000470200899991465	-0.00198557825235924	0.00447921266797047	-0.000483638976139574	0.24009868071365
"gesla_0026"	229	"Kemi"	"Finland"	"atlantic"	65.673	24.515	1970	2014	160.535453664837	2.21721020342267	0.918166437034996	0.0871657194451748	-0.144745275760569	0.319076714650919	0.170572235687249	0.118186240417759	0.222958230956738	0.0140005951404681	0.000714388108390324	-0.00221596254042087	0.00607039070067808	0.000669310783785007	0.31180230308749
"gesla_1110"	85	"Mantyluoto"	"Finland"	"atlantic"	61.594	21.463	1970	2014	167.216382636656	1.5737459807074	0.641878996539793	-0.0398939603377259	-0.293011714834948	0.213223794159496	0.131411583326285	0.0856492583875931	0.177173908264977	0.0166781945693588	0.000545154974072067	-0.00226644320172501	0.00430868167202572	-0.00042129284927514	0.231542079559351
"gesla_1182"	79	"Oulu"	"Finland"	"atlantic"	65.04	25.418	1970	2014	160.068808777429	2.38156739811912	0.90642224057253	-0.0940832828791496	-0.297327118385164	0.109160552626865	0.192433130544959	0.13872202326127	0.246144237828649	0.0107532212628878	0.000750986325845535	-0.00222683294457117	0.00652037617554859	-0.000713433408661639	0.30329756314881
"gesla_1265"	194	"Pietarsaari"	"Finland"	"atlantic"	63.709	22.69	1970	2014	165.516788939052	1.83220466516178	0.714196132596685	-0.22014588892191	-0.386817227008503	-0.0534745508353177	0.185301912365463	0.135078978475946	0.23552484625498	0.00723145456875046	0.000656610732069499	-0.00173770928402944	0.00501630298470028	-0.000594499457490991	0.260748140302492
